review_text,review_score,filtered_review_text,flan-t5-xl-prefix-1
"You need a potato to run this game, it's loads on fun, and it takes up less space than minecraft. Really fun, just play it.",1,need potato run game loads fun takes less space minecraft really fun play,"Keeps only sentimental words: You need a potato to run this game, it's loads on fun, and it takes up less space than minecraft. Really fun, just play it. Really fun, just play it."
realy fun love the map that you can download abit old but sill some players most you will be playing campain an zombies well for me all around its realy good exspecialy with friends,1,realy fun love map download abit old sill players playing campain zombies well around realy good exspecialy friends,if you like zombies
"Would absolutely recommend, especially with the 1.3 update !",1,would absolutely recommend especially update,"Great game, great graphics, great sound, great music, great story, great characters, great pacing, great sprites, great music, great sprites, great sprites, great music, great sprites, great music, great sprites, great"
"This game is like reading a really good mystery book. And even better, since you are the protagonist. But Night Springs episodes that you watch throughout game are absolutely brilliant.They are perfect representation of 'real life' Twilight Zone, which I loved as a kid! So I absolutely recommend this third person action game. It's a must...",1,game like reading really good mystery book even better since protagonist night springs episodes watch throughout game absolutely brilliantthey perfect representation real life twilight zone loved kid absolutely recommend third person action game must,Night Springs'.
"Awesome game. It's so fun to play it, I had a hard time when trying to stop and do something else. It's fast paced, it has a lof of different weapons you can choose from, each one completely different from the rest. The enemies are fun to fight and the shrine adds as much difficulty as you want. I totally enjoyed playing this game",1,awesome game fun play hard time trying stop something else fast paced lof different weapons choose one completely different rest enemies fun fight shrine adds much difficulty want totally enjoyed playing game,fun and it's a great game.
"No matter how many times you upgrade your pickaxe/drill, you'll never be able to pick the grass blocks in one swing.  0/10",1,matter many times upgrade pickaxedrill youll never able pick grass blocks one swing,0/10
Outstanding. Closest you can get to realistic military tactical gameplay!,1,outstanding closest get realistic military tactical gameplay,I'm a fan of the series and I'm glad that they're making a sequel.
I love this game xD,1,love game xd,I love this game xD
Do you like shooting grotesque mutant zombie clones while learning British slang? Of course you do! I have extra copies of this to trade!,1,like shooting grotesque mutant zombie clones learning british slang course extra copies trade,Keeps only sentimental words: Do you like shooting grotesque mutant zombie clones while learning British slang? Of course you do! I have extra copies of this to trade!
If you like tower defense games this game is awesome !!!!!!!!!,1,like tower defense games game awesome,I love this game. It's so fun and challenging. I've played it for a few hours and it's still fun.
"Okay, this is torchlight. It is great. Forget D3 and play this. What a great game, so fun, so long, great sounds, funny graphic, still good atmosphere.  What the hell , its only 15-20 bux, TRY IT NOW!  8.5 / 10 !   go on youtube, check yourself!",1,okay torchlight great forget play great game fun long great sounds funny graphic still good atmosphere hell bux try go youtube check,"a great game, so fun, so long, great sounds, funny graphic, still good atmosphere."
Stabbed a T-Rex in the foot and it died.  10/10 Had fun,1,stabbed trex foot died fun,- i'm a t-rex.
"Edward Mcmillian is an amazing guy, all of his artwork is just Amazing, Super Meat Boy was just an amazing game now he has Binding of Isaac both games are just simpily amazing, i'm looking forward to The Binding of Isaac Rebirth, i can't forget the Amazing Soundtrack aswell just suits the game perfectly with it's deep and depressing feelings.  loving this game everyday all day, i recommend it to everyone",1,edward mcmillian amazing guy artwork amazing super meat boy amazing game binding isaac games simpily amazing im looking forward binding isaac rebirth cant forget amazing soundtrack aswell suits game perfectly deep depressing feelings loving game everyday day recommend everyone,Amazing
"A true sucessor to the X-COM of oldin' days, with the fat trimmed and the a new modern shine added on. Even after having my troops blasted, impaled, zombified, burned, scared-♥♥♥♥♥♥♥♥, or turned to a fine dust I keep wanting to progress. The tactical gameplay is works so well, like moving chess pieces across a board with masterful balance and thought added to every enemy, class, and item to be equipped. The base building and finanical aspect, while lacking alien invansion, keeps you just scraping by as you decided whether to upgrade your troops or send a satellite to a nation just about to pull funding. Will be spending many hours on my first play through, and 100's on the ones after.",1,true sucessor xcom oldin days fat trimmed new modern shine added even troops blasted impaled zombified burned scared turned fine dust keep wanting progress tactical gameplay works well like moving chess pieces across board masterful balance thought added every enemy class item equipped base building finanical aspect lacking alien invansion keeps scraping decided whether upgrade troops send satellite nation pull funding spending many hours first play ones,"sed, and blown up, I still had a blast."
Good Game. A lot better than minecraft. (That little ♥♥♥♥),1,good game lot better minecraft little,
"This game is a very fun time for the right kind of people. If you do not have very much patience I would try this game, but you might not get much out of it. Otherwise, this game is very addicting and will be fun for all ages. I myself have clocked in about 470 hours in this game, and I am still playing it! Overall, it is a very fun game 8/10",1,game fun time right kind people much patience would try game might get much otherwise game addicting fun ages clocked hours game still playing overall fun game,game is a great time.
"Dissapointing amount of vanilla content to be honest, and with the DLC coming it sucks even more, but a worthy upgrade from arma 2 or an entry into arma if you have the #cashmoney.",1,dissapointing amount vanilla content honest dlc coming sucks even worthy upgrade arma entry arma cashmoney,a worthy upgrade from arma 2 or an entry into arma
An extremely cute game. Classic rpg elements with a story taken from your childhood and fueled by your imagination. A must play game for any fan of their early memories of Halloween.,1,extremely cute game classic rpg elements story taken childhood fueled imagination must play game fan early memories halloween,A great game for Halloween lovers.
"This to me is THE tower defense game, that i compare every other TD to. Now, if that wasn't enough to make you buy this game, here's a bit more in depth analysis:  The real challenge in this game comes from the level design. The large open areas don't give you even grids like 10x10 to build your mazes, instead, they give odds like 8x7 etc. So most of the times i found myself thinking that:'Damn, if i put them this way, i could direct them to that area, but then the damage suffers pretty greatly..'. Most other TD games just give your enemies a pre-determined path, that you put towers alongside of it, and usually one tactic works in every level.  Most TD games i've played give you usually a path of two that the enemies go, in this game, you can create a proper mazes on your own, on most levels. That increases the re-playability a lot, and often i find myself trying some level again just to test out a different strategy.  The towers are pretty basic ones, all with 3 levels. There's the gun tower, flamethrower which acts like 'poison', heavy hitting cannon, laser, slower, air, concussion that does huge damage to land groups, and command tower that increases the money gained from kills/shows stealthed units better. So nothing too deep in that department. But nothing more is even needed. In my opinion this game wuold be too much of a hassle with deeper tower system. Since the levels require thinking.  The levels itself, there are a good amount of them, and dlc's add a lot more. Every level also has different modes like 99 waves, lesser cores (that enemies steal), core's that stay where they're dropped by an enemy that's killed (these are challenging), restrictions that you must complete the level using only lvl1 towers, and many more different challenges.  if you're a fan of TD games, this is one of the must-play game of that genre. Really. I haven't encountered a single bug ever on these 134 hours that i've played this, runs perfectly on win 10.",1,tower defense game compare every td wasnt enough make buy game heres bit depth analysis real challenge game comes level design large open areas dont give even grids like x build mazes instead give odds like x etc times found thinking thatdamn put way could direct area damage suffers pretty greatly td games give enemies predetermined path put towers alongside usually one tactic works every level td games ive played give usually path two enemies go game create proper mazes levels increases replayability lot often find trying level test different strategy towers pretty basic ones levels theres gun tower flamethrower acts like poison heavy hitting cannon laser slower air concussion huge damage land groups command tower increases money gained killsshows stealthed units better nothing deep department nothing even needed opinion game wuold much hassle deeper tower system since levels require thinking levels good amount dlcs add lot every level also different modes like waves lesser cores enemies steal cores stay theyre dropped enemy thats killed challenging restrictions must complete level using lvl towers many different challenges youre fan td games one mustplay game genre really havent encountered single bug ever hours ive played runs perfectly win,"- the game is free, and the game is a great game."
"Blindingly addictive, albeit with moments of glitchyness. The enemy AI can sometimes choose strategies that cause its own civilisation to stagnate (remind you of anyone?) &amp; some visual errors can lead to crashes. Save often!",1,blindingly addictive albeit moments glitchyness enemy ai sometimes choose strategies cause civilisation stagnate remind anyone amp visual errors lead crashes save often,pacing issues can be a bit jarring.
This game WILL suck up most of your time but it is well worth it. its affordable and bursting at the seams with content thus a buy you will not regret,1,game suck time well worth affordable bursting seams content thus buy regret,i have played this game for a few months now and i have to say that it is one of the best games i have ever played. the graphics are amazing and the story is very well written. the game is very well designed and the story is very well written. the game is very well
As a single player game Terraria is good. It was probably the surprise of the year in 2011. Jesse Cox and TB certainly helped make this game even more popular but it deserves all of the credit it got. The game can get bland by yourself but...  Multiplayer? Buy a 4 pack and give 3 away to friends. ESPECIALLY if it is on sale. Not only is it still cheap but I honestly feel that the price of the 4 pack alone is worth it because this game really shines with 2+ players.   Relogic has started developing for Terraria again so now is the perfect time to jump in if you've held off.,1,single player game terraria good probably surprise year jesse cox tb certainly helped make game even popular deserves credit got game get bland multiplayer buy pack give away friends especially sale still cheap honestly feel price pack alone worth game really shines players relogic started developing terraria perfect time jump youve held,it got.
Very good game. Spent tons of time and keep coming back for more! You'll like this game very much.,1,good game spent tons time keep coming back youll like game much,I'm a big fan of the game.
Enjoyed this game on Xbox 360 and no longer have it. Solid pickup on steam sale.,1,enjoyed game xbox longer solid pickup steam sale,I'm a big fan of the series and I'm glad I was able to get it on steam.
"Easy to learn, easy to play and addictive game. Fun!",1,easy learn easy play addictive game fun,I like the game. It is fun and addictive.
"This game is really, really, really hyper.",1,game really really really hyper,"This game is really, really, really hyper."
"This game is amazing!! foget these mixed reviews!!! Think about where we where tech wise back when this game came out and give it a play through and tell me it wasnt ahead of its time. cant believe its now 3 bucks. I have this on both my and my kids account and its a must play through every time I up grad my rig, just to see how much more amazing it is. Been hoping for a part 2 for years but still no :( Love the game its 3 bucks get it its worth 50 bucks...",1,game amazing foget mixed reviews think tech wise back game came give play tell wasnt ahead time cant believe bucks kids account must play every time grad rig see much amazing hoping part years still love game bucks get worth bucks,"I have played this game for over a decade and it still holds up. I have played it on the NES, SNES, and a few other systems. I have played it on the NES, SNES, and a few other systems. I have played it on the NES,"
this software so easy to animate also i will make soon youtube channel i will animate amd upload a video (:,1,software easy animate also make soon youtube channel animate amd upload video,i will make soon youtube channel i will animate amd upload a video (:
"One of the best turn-based strategy games out there, enageing story, immersive levels and excellent combat, to more you play it the more you like it.",1,one best turnbased strategy games enageing story immersive levels excellent combat play like,"It's a great game, but it's not the best game ever."
Really fun game and it's spooooooky:^),1,really fun game spooooooky,i like it
"This Game is great! The gameplay, graphics, and enemies and items are awesome. This is nothing like minecraft at all. Its better than it. Its even cheaper than minecraft. Its only $10 and sometimes less than $5 during sales! The bosses are epic and the items are epic! 10/10",1,game great gameplay graphics enemies items awesome nothing like minecraft better even cheaper minecraft sometimes less sales bosses epic items epic,a great game.
you can shoot watermelons with dual wield sniper  11/10,1,shoot watermelons dual wield sniper,-
I been playing the old UFO series games for a long time now. XCOM has always push the bar further than the UFO series. Just to bad the XCOM games needed a dos box. So excited XCOM has finally made one for the modern computer.,1,playing old ufo series games long time xcom always push bar ufo series bad xcom games needed dos box excited xcom finally made one modern computer,re-release.
Have watched my soilders get brutally murdered more than once and nearly threw my laptop through a wall. Would recomend,1,watched soilders get brutally murdered nearly threw laptop wall would recomend,if you like a good slasher game.
"A great, huge game that lets you work alone, or together with your friends to build amazing, creative structures and destroy epic monsters.",1,great huge game lets work alone together friends build amazing creative structures destroy epic monsters,"... a great, huge game that lets you work alone, or together with your friends to build amazing, creative structures and destroy epic monsters."
"Terraria is such an enjoyable game, even more so if you have friends to play with(if you don't have any friends, you can go to the forums and find a group to play with). The progress you make in this game feels so rewarding. Once you craft one set of armor, there's yet another better set of armor to get. Of course, there is end game armor, however it takes a while to get there; especially if it's your first playthrough. There is  always  something to do, always. Whether its fighting the next boss, crafting better armor and weapons, building cooler houses, collecting NPC's; there truly is so much fun to be had. This game is most definitely worth $10, and if its ever on sale, just get it(I've seen it as low as $2.00)!  My friends and I have an annual tradition of starting a new, fresh world, once a year around Christmas time. As of updating this review, we are currently playing our 4th annual playthrough. I will always come back to this game!",1,terraria enjoyable game even friends play withif dont friends go forums find group play progress make game feels rewarding craft one set armor theres yet another better set armor get course end game armor however takes get especially first playthrough always something always whether fighting next boss crafting better armor weapons building cooler houses collecting npcs truly much fun game definitely worth ever sale get itive seen low friends annual tradition starting new fresh world year around christmas time updating review currently playing th annual playthrough always come back game,) I've been playing it for a few years now and I still enjoy it. I've been playing it for a few years now and I still enjoy it.
Very good game. 100% recommend to everyone interested in survival horror games.,1,good game recommend everyone interested survival horror games,I'm a big fan of the genre and this game is one of the best I've played.
awesome game worth every cent. buy this game if you want a good sandbox rpg game.,1,awesome game worth every cent buy game want good sandbox rpg game,i have played this game for a long time and i still play it.
10/10 possessed hatchet was fun          too bad I dun knw any gud servers,1,possessed hatchet fun bad dun knw gud servers,i like the possessed hatchet
There was just 2 moments scared me. One of them is first encounter of İsaac's girlfriend and the other one is second encounter of his girlfriend.,1,moments scared one first encounter isaacs girlfriend one second encounter girlfriend,Keeps only sentimental words: There was just 2 moments scared me. One of them is first encounter of saac's girlfriend and the other is second encounter of his girlfriend.
This game is gourd highly recommened  10/10 Cthulu would play again,1,game gourd highly recommened cthulu would play,Cthulu would play again
Tribes has been very close to my heart since 1999. Great game and loads of fun!,1,tribes close heart since great game loads fun,Tribes is a great game. I have played it since 1999 and it is still one of my favorite games.
"All time classics, cs-go newschoolers ;)",1,time classics csgo newschoolers,:D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D
Very fun and challenging game. It also has great replay value in my opinion. I have and still will recommend this to my friends and others who like this style of game.,1,fun challenging game also great replay value opinion still recommend friends others like style game,I have played this game for a few years now and I still enjoy it.
"back in the day when ijji ran this game is was brilliant, one of the best fps games out there. Now its run buy the money loving aeria games who have turned it into a complete pile of pay 2 win ♥♥♥♥",1,back day ijji ran game brilliant one best fps games run buy money loving aeria games turned complete pile pay win,a monopoly on the fps market.
"APB Best game of my life hitbox 11/10, server ms 69/10 and its free to play",1,apb best game life hitbox server ms free play,i love it
It's old but its honestly aged pretty well. It's a lot of good stealth mechanics that come together really well. Save often and enjoy yourself with this venerable classic.,1,old honestly aged pretty well lot good stealth mechanics come together really well save often enjoy venerable classic,It's a lot of good stealth mechanics that come together really well. Save often and enjoy yourself with this venerable classic.
"I've loved everything about Terraria for years. The exploration is amazing, with an style that makes you want to see every corner of your world. Your mind can't help but imagine what 'could be' in every new nook you find. Whether you're a builder, a fighter, or a story-teller, there is something here for you.",1,ive loved everything terraria years exploration amazing style makes want see every corner world mind cant help imagine could every new nook find whether youre builder fighter storyteller something,Terraria would look like if it was made in 3D.
"Best multiplayer FPS in the history, and today one of the best PC game. But good days of this game are permanently away. Valve destroying this game every day, but community is stronger, as they think. People played this game years ago and will play further. VIVA CS",1,best multiplayer fps history today one best pc game good days game permanently away valve destroying game every day community stronger think people played game years ago play viva cs,"Valve is destroying this game every day. Valve destroying this game every day, but community is stronger, as Valve is destroying this game every day."
"TFC started the trend of the TF2 we all know today, and if I say so myself this game is just amazing. It has all the game modes of TF2 (of course) and classes, but it is just a bit more fast paced then tf2. plus there is one thing that they took from TFC to make it into TF2, Grenades! The grenades in this game put a spin on every class,with emp,concussion,caltdrop,emp,and a few more aswell. TFC,even today is such a great game to play,its so fun even without all the new 'unlocks' they put in TF2. Im a hardcore Team Fortress fan and give this game an 11/10. Outstanding in gameplay and combat,a must have for any fan of Team Fortress.",1,tfc started trend tf know today say game amazing game modes tf course classes bit fast paced tf plus one thing took tfc make tf grenades grenades game put spin every classwith empconcussioncaltdropempand aswell tfceven today great game playits fun even without new unlocks put tf im hardcore team fortress fan give game outstanding gameplay combata must fan team fortress,I've played it for a long time and I still play it. It's a great game and I'm glad it's still around.
"Amazing Game that deserved much more.  The best combat systems in a game i've ever played, huge mmo type world in a singleplayer experience, very nice crafting and skills sets etc.  Well worth the purchase for hundreds of hours gameplay, which is rare in a single player experience these days.  Still better than Dragon Age Inquisition.",1,amazing game deserved much best combat systems game ive ever played huge mmo type world singleplayer experience nice crafting skills sets etc well worth purchase hundreds hours gameplay rare single player experience days still better dragon age inquisition,I've played this game for a few months now and I'm still playing it. I've played it for a few months now and I'm still playing it. I've played it for a few months now and I'm still playing it. I've played it
Really enjoyed this game. Top notch music and narration with fun gameplay and a great ending. I played the first half of the game with a mouse/kbd and the 2nd half with a controller. I highly recommend the controller option.  Two thumbs up.,1,really enjoyed game top notch music narration fun gameplay great ending played first half game mousekbd nd half controller highly recommend controller option two thumbs,a controller. I found the controls to be very responsive and the game was very fun.
"Amazing looking &amp; playing game. Runs @ 1080p 60fps in full settings with 50% usage on my 7850. Almost F1 like racing on some tracks, where the break button get as much use as the accelerator. Using an Xbox controller.",1,amazing looking amp playing game runs p fps full settings usage almost f like racing tracks break button get much use accelerator using xbox controller,F1 cars are the only thing that matters.
"My cousin showed me this game, and the first time i saw it, i said 'Ok, this game is so awesome'. Good job with this game. Super adventure.",1,cousin showed game first time saw said ok game awesome good job game super adventure,I like it.
"its a great game, sometimes i think its even better than the 2nd, especially the tank combat",1,great game sometimes think even better nd especially tank combat,"i think it's even better than the 2nd, especially the tank combat"
this game taught us that you doesnt need a ♥♥♥♥ing jetpack and futuristic weapon to be an awesome game,1,game taught us doesnt need ing jetpack futuristic weapon awesome game,a great game
A ROFL sequal to the original.,1,rofl sequal original,... a slap in the face to the '90s teen angst.
"I love terraria and other games similar to this. There is a lot of very fun things to do larer in the game, but the beggining is a little slow. I also think It should be easier to survive in the dungon and less slimes underground. I really like the fact that the underworld is so deep and the monsters very difficult because it makes it so I can lose there, creating a need to fight hard.",1,love terraria games similar lot fun things larer game beggining little slow also think easier survive dungon less slimes underground really like fact underworld deep monsters difficult makes lose creating need fight hard,I love this game. It is very fun and very addictive. I have played it for a few years now and it is still one of my favorite games.
  No this isn't 2D MInecraft      Yes this is a work of art,1,isnt minecraft yes work art,Keeps only sentimental words: No this isn't 2D Minecraft Yes this is a work of art
Simply beautiful and addictive. A new level of storytelling...,1,simply beautiful addictive new level storytelling,"a soaring, evocative, and utterly absorbing film."
"Best total war game ever. Very much detailed gamelay. Diplomatic Relations, wars and govenrence systems are very well prepared. 10/10",1,best total war game ever much detailed gamelay diplomatic relations wars govenrence systems well prepared,I have played this game for a long time and it is still one of my favorite games.
"Very good game! Extra story!  If you can only skip the installation process (first secured by Steam, then it installs StarForce security system, which can't find the CD of course and via 'emergency support' you manually paste some PC hash + game CD-KEY, then you need a Windows Live account (who knows why) and account in Rockstar community to save movies...) the game is for YOU!",1,good game extra story skip installation process first secured steam installs starforce security system cant find cd course via emergency support manually paste pc hash game cdkey need windows live account knows account rockstar community save movies game,"Steam, which is not a problem, but the game is not able to find the CD, which is a problem, but the game is very good!"
"Pretty fun, rewarding gameplay, actually challenging.",1,pretty fun rewarding gameplay actually challenging,... a very good game.
"Great game, great history! A lot of fun",1,great game great history lot fun,I'm a big fan of the game. I've played it a few times and it's always fun.
"Hard pounding this, gentlemen; let's see who will pound longest.",1,hard pounding gentlemen lets see pound longest,"He is a sailor, and he is a sailor, and he is a sailor, and he is a sailor, and he is a sailor, and he is a sailor"
"This is the best survival horror game I've played in years. Smart ammo management on hard is challenging but not impossible. Dismemberment is brilliantly implemented and fun to do. Terror and death awaits around every corner. By no means is this game a pushover. But I'm having a hell of a lot of fun playing on the hard difficulty. Also, the plot and how it moves along is definitely compelling. Highly reccomended. Can't wait to play the sequel.",1,best survival horror game ive played years smart ammo management hard challenging impossible dismemberment brilliantly implemented fun terror death awaits around every corner means game pushover im hell lot fun playing hard difficulty also plot moves along definitely compelling highly reccomended cant wait play sequel,dread are the order of the day.
"Don't do it. It'll make you cry, honestly. But you'll come out of it rpoud, with great work.  But you'll cry.",-1,dont itll make cry honestly youll come rpoud great work youll cry,You'll cry.
"...They will burn me for this one...  So, uh, ...I kind of hate this game... The story missions are just...so...ungodly boring or repetitive. If it's not going from one side of the country to the other, it's going from one side of the country to the other under a time limit. Needless to say at times missions do have diversity, but in nearly every single one there is a transition stage; first you get to the mission then normally you'll be sent to drive off to the objective. On the outside this is no huge issue, i mean of course you gotta go there, but in San Andreas the length to which to get to some certain places just starts getting larger and larger.   What really becomes a problem, for me anyways, is how in these moments mission failure is still a possiblity-- of course it is. But in a game like this, the slightest wrong move can put you underfire or in a danger state, wether the physics bugger up and you flip a car just by simply turning and a npc inside wasnt smart enough to leave, or maybe you needed that car in specific because a character owned it or other small reasons it all leaves you to sit and go back to the start of the mission just to get to that part.  This, all in all, becomes a huge turn off for me because the missions themselves arn't catching my personal interest enough to warrent me wasting so much time after one failure. There are missions in this game that have you start, as ive mentioned, on one side of the map, then have you go all the way to the other. I don't mind ♥♥♥♥ing up and starting over, however, what I do mind is not being able to restart from around where I died. So in many instances, I could and have failed causing me to respawn (without all my items now) thousands of miles away from the mission to which then I will have to drive all the back for the sake of the mission itself.  I can't even restart from the begining of the mission.  Grand Theft Auto IV fixed this by having your phone give you a pop up asking if you wanted to restart, and would put you at the begining of the mission. But in San Andreas, it is so repetative, it is such an ungodly time waste I can't maintain any sense of interest to even continue playing the missions.  This is seriously a huge problem for me, and I dont want to keep pushing forward to retry missions I already have no interest in if it means I have to do nothing but waste time over and over again.  No Grand Theft Auto San Andreas, I am not entertained. Now if you will step aside I am going to punch in some cheat codes which will allow me to fly a dune buggy across the sky into (Not) Las Vegas in a clown suit while im being chased by hookers weilding ♥♥♥♥♥♥ as weapons.  Because that's the part we (Or at least I) remember from GTA: San Andreas.",-1,burn one uh kind hate game story missions justsoungodly boring repetitive going one side country going one side country time limit needless say times missions diversity nearly every single one transition stage first get mission normally youll sent drive objective outside huge issue mean course gotta go san andreas length get certain places starts getting larger larger really becomes problem anyways moments mission failure still possiblity course game like slightest wrong move put underfire danger state wether physics bugger flip car simply turning npc inside wasnt smart enough leave maybe needed car specific character owned small reasons leaves sit go back start mission get part becomes huge turn missions arnt catching personal interest enough warrent wasting much time one failure missions game start ive mentioned one side map go way dont mind ing starting however mind able restart around died many instances could failed causing respawn without items thousands miles away mission drive back sake mission cant even restart begining mission grand theft auto iv fixed phone give pop asking wanted restart would put begining mission san andreas repetative ungodly time waste cant maintain sense interest even continue playing missions seriously huge problem dont want keep pushing forward retry missions already interest means nothing waste time grand theft auto san andreas entertained step aside going punch cheat codes allow fly dune buggy across sky las vegas clown suit im chased hookers weilding weapons thats part least remember gta san andreas,"I'm not sure if I'm a fan of the series or not, but I'm not a fan of the story."
"Customization: 11/10 Gameplay: Meh.  If you enjoy painful grind, even more versus opponents that have end-game weapons like a spam-cuz-bad nade launcher, then dive head first into it. Because yes, this puts newbies versus experienced and geared-up players. ",-1,customization gameplay meh enjoy painful grind even versus opponents endgame weapons like spamcuzbad nade launcher dive head first yes puts newbies versus experienced gearedup players,I'm not a fan of the game. It's a bit too repetitive and the game is too hard.
When GFWL closing was announced the devs posted in the forums for this game that they were aware and were looking into it. They've not bothered.  For what it's worth I tried playing it before the GFWL shut down happened. And it kept losing connection to the GFWL servers. Which meant it would pause the game and ask me to log back in. In an action game that was unbearable so I left it alone.   Either way don't bother with this. GFWL... 'Nuff said.,-1,gfwl closing announced devs posted forums game aware looking theyve bothered worth tried playing gfwl shut happened kept losing connection gfwl servers meant would pause game ask log back action game unbearable left alone either way dont bother gfwl nuff said,hoped that they would at least try to fix the issue.
"Such large production value for such an uncreative, and unbalanced experience.",-1,large production value uncreative unbalanced experience,"...as a sappy, sentimental, and sappy love story, it's a sappy, sentimental, and sappy love story."
Awfully slow paced and just not that lively. Doesn't have any atmosphere.,-1,awfully slow paced lively doesnt atmosphere,"I'm not sure what the point of this movie is, but I don't think it's worth watching."
"After half hour of dealing with an evil thing called Windows Live, I got a message that made my blood boil: Can't connect to LIVE. You may be using a Windows Live ID from a region that is not supported by LIVE....   So that means i cannot play online and it was the ONLY reason i bought this game.. I think it is not fair for me and also other people from unsupported countries who bought this game. Steam should AT LEAST put an warning notification for people attempting to buy it.  This is the same for GTA IV: EFLC",-1,half hour dealing evil thing called windows live got message made blood boil cant connect live may using windows live id region supported live means cannot play online reason bought game think fair also people unsupported countries bought game steam least put warning notification people attempting buy gta iv eflc,Windows Live Messenger.
"you get the character standing in front of the hotel, and you got through the dialogue up to entering the hotel, and that's it. you have no cursor anywhere on my screen you can't do anything. Why Sell Crap like this. Steam is Going to Crap Selling Crap like this.",-1,get character standing front hotel got dialogue entering hotel thats cursor anywhere screen cant anything sell crap like steam going crap selling crap like,You can't
"bad  Synonyms: abominable, amiss, atrocious, awful, bad news, beastly, blah, bottom out, bummer, careless, cheap, cheesy, crappy, cruddy, crummy, defective, deficient, diddly, dissatisfactory, downer, dreadful, erroneous, fallacious, faulty, garbage, godawful, grody, gross, grungy, icky, imperfect, inadequate, incorrect, inferior, junky, lousy, not good, off, poor, raunchy, rough, sad, slipshod, stinking, substandard, synthetic, the pits, unacceptable, unsatisfactory",-1,bad synonyms abominable amiss atrocious awful bad news beastly blah bottom bummer careless cheap cheesy crappy cruddy crummy defective deficient diddly dissatisfactory downer dreadful erroneous fallacious faulty garbage godawful grody gross grungy icky imperfect inadequate incorrect inferior junky lousy good poor raunchy rough sad slipshod stinking substandard synthetic pits unacceptable unsatisfactory,rotten
"Obulis is a puzzle game where you cut ropes to get coloured balls attached to ropes in a certain hole. You need to cut the ropes in a certain way with a certain timing so you solve the puzzle. The problem is not solving when to cut the ropes and in what order, but executing it properly. That makes the game just a frustrating and annoying game.",-1,obulis puzzle game cut ropes get coloured balls attached ropes certain hole need cut ropes certain way certain timing solve puzzle problem solving cut ropes order executing properly makes game frustrating annoying game,a knife.
What the hell!!!!! I bought GTA IV Episode from LC just yesterday. and now I cant play because it can't input the license!!!! what i have to do????,-1,hell bought gta iv episode lc yesterday cant play cant input license,i cant play it
"Downloaded the game and it does not play at all, no matter what I tweak to make it run.  Yet another rip off from speam selling games that they wrongly label the requirements of.  ",-1,downloaded game play matter tweak make run yet another rip speam selling games wrongly label requirements,I can't believe that this game is rated so low.
♥♥♥♥♥ 2 : Couldn't Hold My Attention For Longer Than 5 Minutes,-1,couldnt hold attention longer minutes,2 : Couldn't Hold My Attention For Longer Than 5 Minutes
"This modern day remake of Moon Patrol contains everything that made the original such a classic back in 1982 including the lesbian sex scene with the mono gendered blue alien crewmember, but I really can't reccomend people play this having played the entire trilogy, it will only end in tears.  You may be decived by the RPG elements, or the decent storyline, the endearing characters and you may think to yourself you want to keep going, but not only will you have to get Origin to get the final game in the series, but then you too will join us foolish foolish people who clang to the hope that Bioware had somehow not been courrupted and then it will be too late.  This is a warning, don't buy it, don't start down this path, don't don't don't DON'T!!",-1,modern day remake moon patrol contains everything made original classic back including lesbian sex scene mono gendered blue alien crewmember really cant reccomend people play played entire trilogy end tears may decived rpg elements decent storyline endearing characters may think want keep going get origin get final game series join us foolish foolish people clang hope bioware somehow courrupted late warning dont buy dont start path dont dont dont dont,hoped for more.
"Wow, where to start?  This game feels like the end result of a muffin buffet. The menus need some work, the pay system is laughable, and there are a few simple things still not available. It's a dressed up copy of CS. If you like unfinished, basic shooting games this is for you! It has no new appeal and, even better, a 10 second uninstall.",-1,wow start game feels like end result muffin buffet menus need work pay system laughable simple things still available dressed copy cs like unfinished basic shooting games new appeal even better second uninstall,a bit too complicated.
"Awesome game, but BUYER BEWARE: BIOWARE IS TO F**KING LAZY TO ADD CONTROLLER SUPPORT.  so people like me who just got this game for 360 nostalgia since the xbox one isnt backwards compatable are forced to use mouse and keyboard (which doesnt work to well when i want to sit on my couch and play it)",-1,awesome game buyer beware bioware fking lazy add controller support people like got game nostalgia since xbox one isnt backwards compatable forced use mouse keyboard doesnt work well want sit couch play,i cant play it because it doesnt support controllers.
